iter	RMSE
367	3.197090681
368	3.189681127
369	3.189055277
370	3.182529536
371	3.173117571
372	3.16364162
373	3.159249475
374	3.153930711
375	3.148972285
376	3.142067846
377	3.134871658
378	3.134094479
379	3.130167489
380	3.129109158
381	3.126770618
382	3.116201324
383	3.112676314
384	3.112169039
385	3.106354863
386	3.101935598
387	3.098806447
388	3.095114206
389	3.086562972
390	3.080110812
391	3.079529766
392	3.078942216
393	3.073255473
394	3.072771705
395	3.072224576
396	3.065864626
397	3.059447989
398	3.053595185
399	3.048048511
400	3.044292377
401	3.03791203
402	3.029691452
403	3.028210522
404	3.021963148
405	3.01077746
406	3.010300986
407	3.009441497
408	3.003413999
409	2.996945376
410	2.990090064
411	2.98922738
412	2.981413762
413	2.976417373
414	2.970810581
415	2.96997126
416	2.96918249
417	2.964321642
418	2.958575611
419	2.951562706
420	2.944719449
421	2.938691976
422	2.930927881
423	2.922981692
424	2.916173345
425	2.915537942
426	2.907005885
427	2.904217577
428	2.896737015
429	2.896152955
430	2.886970072
431	2.886228953
432	2.88561895
433	2.877007773
434	2.866616942
435	2.863218202
436	2.862609904
437	2.853614023
438	2.851072797
439	2.850416202
440	2.843104958
441	2.83693237
442	2.830119821
443	2.824885658
444	2.821459148
445	2.817456554
446	2.811450717
447	2.810155591
448	2.801920393
449	2.801387803
450	2.795035949
451	2.787577646
452	2.780303862
453	2.771651125
454	2.767112266
455	2.764398138
456	2.757238848
457	2.756638641
458	2.749338458
459	2.74591357
460	2.74048599
461	2.739768698
462	2.73937134
463	2.735293597
464	2.730705141
465	2.727770437
466	2.723215202
467	2.716422628
468	2.713429839
469	2.70887976
470	2.704323232
471	2.700410258
472	2.697516071
473	2.693556353
474	2.693012679
475	2.68832377
476	2.682359925
477	2.676526465
478	2.669782723
479	2.669152448
480	2.666941273
481	2.662433145
482	2.655430728
483	2.654993731
484	2.647176072
485	2.641244742
486	2.63853929
487	2.635620346
488	2.63197786
489	2.62530788
490	2.618715489
491	2.613947429
492	2.61004543
493	2.605939645
494	2.604485286
495	2.600081472
496	2.595735218
497	2.589022298
498	2.582830693
499	2.577769014
500	2.574938677
501	2.574555152
502	2.570686525
503	2.565017726
504	2.56451746
505	2.561942169
506	2.557892177
507	2.552550221
508	2.551955685
509	2.547740246
510	2.545518337
511	2.540837336
512	2.5375448
513	2.534685596
514	2.528987411
515	2.526414457
516	2.521265488
517	2.516936649
518	2.514124683
519	2.509595139
520	2.505680611
521	2.505051378
522	2.501886283
523	2.494408513
524	2.489003094
525	2.484204926
526	2.48361013
527	2.479647344
528	2.476114763
529	2.472716866
530	2.466215938
531	2.457076482
532	2.451896702
533	2.447696904
534	2.44311176
535	2.438909805
536	2.43265828
537	2.429288507
538	2.42518048
539	2.42444573
540	2.421871216
541	2.415163947
542	2.411116411
543	2.406004593
544	2.402616008
545	2.3989562
546	2.395052262
547	2.389376907
548	2.38882968
549	2.384880613
550	2.381012414
551	2.374523404
552	2.36934407
553	2.364694787
554	2.364213037
555	2.36088382
556	2.35853621
557	2.356145573
558	2.351913474
559	2.345111721
560	2.338651277
561	2.331932845
562	2.326991632
563	2.323241373
564	2.320319699
565	2.315866055
566	2.31552824
567	2.311115951
568	2.305157232
569	2.299942284
570	2.297405986
571	2.292186486
572	2.288998247
573	2.285784369
574	2.281974611
575	2.277008709
576	2.273197172
577	2.270017552
578	2.264926484
579	2.261371973
580	2.259510324
581	2.256259734
582	2.253967417
583	2.250490381
584	2.242650558
585	2.23601418
586	2.23156799
587	2.230484156
588	2.226619076
589	2.222591226
590	2.220434529
591	2.214293857
592	2.212744945
593	2.212401741
594	2.212063918
595	2.207502648
596	2.20514524
597	2.199498657
598	2.194737757
599	2.192110545
600	2.184790748
601	2.18182869
602	2.179025237
603	2.174678811
604	2.172235301
605	2.171689065
606	2.168782208
607	2.165949359
608	2.16544851
609	2.164952941
610	2.162224233
611	2.161729395
612	2.16120233
613	2.158278181
614	2.153707252
615	2.149373433
616	2.145083181
617	2.142872582
618	2.142521359
619	2.137985654
620	2.135678665
621	2.135370189
622	2.131728878
623	2.128316961
624	2.124079411
625	2.122116203
626	2.115550759
627	2.115165533
628	2.114682546
629	2.112434027
630	2.110315427
631	2.106866767
632	2.10372384
633	2.101654459
634	2.101220771
635	2.098723335
636	2.09511351
637	2.093786957
638	2.090331371
639	2.085082396
640	2.082169027
641	2.07923123
642	2.075979007
643	2.075557195
644	2.073389567
645	2.072284728
646	2.068294418
647	2.065248382
648	2.062181496
649	2.06095717
650	2.060511161
651	2.060093881
652	2.059660348
653	2.057236537
654	2.052474876
655	2.050383859
656	2.049950807
657	2.047302016
658	2.04379883
659	2.039550077
660	2.037517222
661	2.034904017
662	2.02970197
663	2.02714169
664	2.023254546
665	2.021016946
666	2.018333332
667	2.014405084
668	2.01084784
669	2.002884847
670	1.999502157
671	1.996938698
672	1.994619744
673	1.992993118
674	1.990829639
675	1.987610374
676	1.985411932
677	1.984201802
678	1.981791251
679	1.976503481
680	1.976120397
681	1.974613176
682	1.971327219
683	1.968656925
684	1.965598779
685	1.965277098
686	1.962373133
687	1.958429732
688	1.955182589
689	1.952902115
690	1.949867221
691	1.947624289
692	1.947315014
693	1.944377764
694	1.942430979
695	1.939564489
696	1.93742606
697	1.934423885
698	1.93174462
699	1.931105931
700	1.928347855
701	1.925595906
702	1.923577487
703	1.922127946
704	1.920123972
705	1.917835186
706	1.916625157
707	1.91494955
708	1.911649822
709	1.90915524
710	1.905442777
711	1.901403875
712	1.897867929
713	1.896033942
714	1.895239365
715	1.891987425
716	1.888195528
717	1.885822459
718	1.885408421
719	1.882160672
720	1.879312464
721	1.878080252
722	1.874610123
723	1.872401801
724	1.86848472
725	1.862252885
726	1.860844882
727	1.857585907
728	1.855668645
729	1.853943516
730	1.851723091
731	1.849707783
732	1.847526434
733	1.847195447
734	1.845756975
735	1.842248015
736	1.839489951
737	1.838465029
738	1.835566614
739	1.832530864
740	1.828807294
741	1.826076916
742	1.823875557
743	1.818547665
744	1.816342346
745	1.814598254
746	1.812847655
747	1.809616904
748	1.807210721
749	1.802667465
750	1.802415625
751	1.799998016
752	1.795134323
753	1.792605463
754	1.791098124
755	1.789799708
756	1.789512417
757	1.789223083
758	1.786065031
759	1.784463162
760	1.781571706
761	1.779504486
762	1.777734754
763	1.776292816
764	1.773482728
765	1.770195773
766	1.76995295
767	1.767415736
768	1.765675979
769	1.763548241
770	1.763311105
771	1.760126304
772	1.759857026
773	1.759556674
774	1.755843618
775	1.753856629
776	1.753627695
777	1.752167859
778	1.749053617
779	1.746414674
780	1.743466587
781	1.739463202
782	1.737963453
783	1.734436809
784	1.733309118
785	1.728712011
786	1.726252826
787	1.724410587
788	1.723334016
789	1.718736079
790	1.715191635
791	1.708633774
792	1.706635531
793	1.702755743
794	1.700293055
795	1.697991588
796	1.695560347
797	1.693899989
798	1.693202544
799	1.690084977
800	1.689775977
801	1.68845523
802	1.682573556
803	1.680522254
804	1.678779995
805	1.676886929
806	1.67542907
807	1.67221595
808	1.668580516
809	1.66666209
810	1.665177992
811	1.662788853
812	1.661944968
813	1.659787495
814	1.656642022
815	1.653521462
816	1.652357418
817	1.650837477
818	1.646649831
819	1.645149182
820	1.64427054
821	1.64216385
822	1.641055263
823	1.639801923
824	1.638204886
825	1.636260796
826	1.634781963
827	1.632644875
828	1.63082364
829	1.628531466
830	1.62743615
831	1.626237536
832	1.623815528
833	1.620281656
834	1.620046229
835	1.617226743
836	1.615609428
837	1.615340594
838	1.614431935
839	1.611690349
840	1.60868686
841	1.606817999
842	1.60384643
843	1.599826047
844	1.597914563
845	1.597684785
846	1.595320957
847	1.593662069
848	1.592755181
849	1.590286672
850	1.590032568
851	1.5878955
852	1.585319407
853	1.583272184
854	1.581764335
855	1.580667422
856	1.578860461
857	1.577543903
858	1.57632708
859	1.574591921
860	1.5711885
861	1.569809135
862	1.569593861
863	1.567780203
864	1.565465996
865	1.564510987
866	1.56054694
867	1.56033029
868	1.55795237
869	1.556405197
870	1.55563295
871	1.553662388
872	1.549565594
873	1.548108629
874	1.547903635
875	1.546086575
876	1.543140006
877	1.539276798
878	1.535433409
879	1.531637045
880	1.530509685
881	1.529829287
882	1.527807564
883	1.525060219
884	1.521376559
885	1.519390979
886	1.51823958
887	1.51730294
888	1.516604317
889	1.51377829
890	1.51301678
891	1.511554407
892	1.510712244
893	1.509610118
894	1.509374379
895	1.507232819
896	1.505466962
897	1.504261222
898	1.503143729
899	1.500627478
900	1.499065805
901	1.495773981
902	1.494973576
903	1.491789982
904	1.491078599
905	1.488145385
906	1.487582692
907	1.486296871
908	1.484594976
909	1.483103791
910	1.482586588
911	1.480750248
912	1.478014386
913	1.477577569
914	1.475295344
915	1.473643971
916	1.471462429
917	1.469402526
918	1.468615042
919	1.466608504
920	1.465045922
921	1.461789292
922	1.460673302
923	1.458367718
924	1.457548002
925	1.454901663
926	1.454023857
927	1.452944447
928	1.451424804
929	1.448293146
930	1.445291291
931	1.444151887
932	1.442570024
933	1.441502825
934	1.439877853
935	1.437237974
936	1.436547955
937	1.435253537
938	1.434127814
939	1.433117979
940	1.431435143
941	1.428515686
942	1.427311575
943	1.424958841
944	1.423859696
945	1.422007003
946	1.420834071
947	1.418353424
948	1.41808996
949	1.417203369
950	1.416736544
951	1.414324796
952	1.411336099
953	1.407837605
954	1.405286599
955	1.405053024
956	1.404653502
957	1.403710172
958	1.402742563
959	1.401996896
960	1.400285625
961	1.398929771
962	1.396632776
963	1.396176859
964	1.393490495
965	1.393289425
966	1.392842048
967	1.392027373
968	1.390881885
969	1.389907395
970	1.388904815
971	1.386180811
972	1.384416654
973	1.383811676
974	1.381542261
975	1.379249238
976	1.378022018
977	1.377772963
978	1.377537548
979	1.376052526
980	1.37588017
981	1.373866996
982	1.372969425
983	1.370723312
984	1.368261864
985	1.366564017
986	1.366026167
987	1.363815119
988	1.36266905
989	1.359497857
990	1.358459367
991	1.357084281
992	1.354585163
993	1.354395511
994	1.352576741
995	1.350706801
996	1.350001723
997	1.348620702
998	1.347188584
999	1.344655568
